Symbol,Date,Open,High,Low,Close,Volume
AAA.AX,13-Dec-2012,50.13,50.15,50.13,50.14,10395
AAC.AX,13-Dec-2012,1.2,1.2,1.18,1.18,187228
AAD.AX,13-Dec-2012,1.48,1.5,1.465,1.475,2679732
AAI.AX,13-Dec-2012,7.95,7.95,7.95,7.95,0
AAJ.AX,13-Dec-2012,0.064,0.064,0.064,0.064,0
AAK.AX,13-Dec-2012,0.002,0.002,0.002,0.002,0
AAL.AX,13-Dec-2012,0.005,0.005,0.005,0.005,0
AAR.AX,13-Dec-2012,0.007,0.007,0.006,0.006,1100000
AAT.AX,13-Dec-2012,0.013,0.013,0.013,0.013,0
AAU.AX,13-Dec-2012,0.12,0.12,0.12,0.12,20000
AAX.AX,13-Dec-2012,2.88,2.88,2.82,2.85,366697
ABC.AX,13-Dec-2012,3.07,3.1,3.03,3.06,3615443
ABP.AX,13-Dec-2012,2.08,2.09,2.06,2.07,580296
ABU.AX,13-Dec-2012,0.047,0.047,0.045,0.046,5856698
ABV.AX,13-Dec-2012,0.019,0.02,0.019,0.02,754676
ABW.AX,13-Dec-2012,1.08,1.08,1.08,1.08,0
ABY.AX,13-Dec-2012,0.475,0.5,0.475,0.49,146968
ACB.AX,13-Dec-2012,0.11,0.11,0.105,0.105,187581
ACE.AX,13-Dec-2012,0.019,0.019,0.019,0.019,0
ACG.AX,13-Dec-2012,0.063,0.065,0.062,0.065,162000
ACK.AX,13-Dec-2012,0.16,0.16,0.16,0.16,0
ACL.AX,13-Dec-2012,0.55,0.55,0.55,0.55,0
ACP.AX,13-Dec-2012,0.205,0.205,0.205,0.205,0
ACR.AX,13-Dec-2012,2.88,2.97,2.88,2.96,438809
ACS.AX,13-Dec-2012,0.22,0.22,0.22,0.22,0
ACU.AX,13-Dec-2012,0.001,0.001,0.001,0.001,0
ACW.AX,13-Dec-2012,0.015,0.015,0.015,0.015,0
ADA.AX,13-Dec-2012,0.385,0.385,0.385,0.385,0
ADD.AX,13-Dec-2012,0.013,0.013,0.013,0.013,0
ADJ.AX,13-Dec-2012,0.039,0.04,0.038,0.04,2518840
ADN.AX,13-Dec-2012,0.059,0.062,0.059,0.062,673000
ADO.AX,13-Dec-2012,0.06,0.06,0.057,0.057,901463
ADQ.AX,13-Dec-2012,0.055,0.055,0.055,0.055,0
ADX.AX,13-Dec-2012,0.015,0.015,0.015,0.015,1000000
ADY.AX,13-Dec-2012,0.032,0.033,0.032,0.033,127200
AEB.AX,13-Dec-2012,0.24,0.255,0.24,0.25,80750
AED.AX,13-Dec-2012,0.145,0.145,0.145,0.145,0
AEE.AX,13-Dec-2012,0.11,0.11,0.11,0.11,10556
AEF.AX,13-Dec-2012,19.5,19.5,19.5,19.5,61
AEI.AX,13-Dec-2012,0.19,0.19,0.19,0.19,0
AEJ.AX,13-Dec-2012,8.6,8.82,8.6,8.82,93
AES.AX,13-Dec-2012,0.035,0.035,0.035,0.035,0
AFA.AX,13-Dec-2012,0.23,0.23,0.23,0.23,1000
AFI.AX,13-Dec-2012,4.95,5,4.94,4.96,279981
AFIG.AX,13-Dec-2012,111.65,111.65,111.5,111.65,1043
AFR.AX,13-Dec-2012,0.11,0.11,0.105,0.105,54539
AFT.AX,13-Dec-2012,0.001,0.001,0.001,0.001,0
AGD.AX,13-Dec-2012,0.18,0.18,0.18,0.18,617
AGE.AX,13-Dec-2012,0.07,0.075,0.07,0.075,106200
AGF.AX,13-Dec-2012,0.64,0.645,0.635,0.64,491171
AGG.AX,13-Dec-2012,5.78,5.8,5.78,5.8,800285
AGI.AX,13-Dec-2012,2.48,2.59,2.46,2.55,1572219
AGJ.AX,13-Dec-2012,0.09,0.09,0.09,0.09,0
AGO.AX,13-Dec-2012,1.515,1.54,1.5,1.52,8480798
AGOKOQ.AX,13-Dec-2012,0.375,0.375,0.375,0.375,0
