Symbol,Date,Open,High,Low,Close,Volume
AAA.AX,05-Jul-2013,50.1,50.11,50.09,50.11,22112
AAC.AX,05-Jul-2013,1.21,1.24,1.21,1.23,85508
AAD.AX,05-Jul-2013,1.79,1.85,1.775,1.795,1502155
AAI.AX,05-Jul-2013,8,8,8,8,0
AAJ.AX,05-Jul-2013,0.032,0.032,0.032,0.032,0
AAK.AX,05-Jul-2013,0.001,0.001,0.001,0.001,0
AAL.AX,05-Jul-2013,0.004,0.004,0.004,0.004,0
AAP.AX,05-Jul-2013,0.011,0.011,0.011,0.011,0
AAR.AX,05-Jul-2013,0.003,0.003,0.003,0.003,250000
AAT.AX,05-Jul-2013,0.013,0.013,0.013,0.013,0
AAU.AX,05-Jul-2013,0.072,0.072,0.072,0.072,15000
AAX.AX,05-Jul-2013,1.75,1.852,1.75,1.83,290463
ABC.AX,05-Jul-2013,3.16,3.24,3.13,3.18,3409028
ABCKOA.AX,05-Jul-2013,0.81,0.81,0.81,0.81,0
ABCKOP.AX,05-Jul-2013,1.545,1.545,1.545,1.545,0
ABP.AX,05-Jul-2013,2.25,2.26,2.17,2.23,378412
ABU.AX,05-Jul-2013,0.029,0.029,0.028,0.028,1582491
ABV.AX,05-Jul-2013,0.015,0.015,0.015,0.015,0
ABW.AX,05-Jul-2013,1.06,1.06,1.06,1.06,0
ABY.AX,05-Jul-2013,0.38,0.395,0.38,0.385,83490
ACB.AX,05-Jul-2013,0.045,0.045,0.045,0.045,263522
ACE.AX,05-Jul-2013,0.019,0.019,0.019,0.019,0
ACG.AX,05-Jul-2013,0.072,0.072,0.072,0.072,0
ACK.AX,05-Jul-2013,0.165,0.165,0.165,0.165,0
ACL.AX,05-Jul-2013,0.31,0.32,0.31,0.32,45000
ACP.AX,05-Jul-2013,0.25,0.25,0.25,0.25,0
ACR.AX,05-Jul-2013,3.64,3.64,3.51,3.52,233357
ACS.AX,05-Jul-2013,0.2,0.2,0.2,0.2,0
ACU.AX,05-Jul-2013,0.001,0.001,0.001,0.001,0
ACW.AX,05-Jul-2013,0.01,0.01,0.01,0.01,0
ADA.AX,05-Jul-2013,0.425,0.425,0.425,0.425,0
ADD.AX,05-Jul-2013,0.002,0.002,0.002,0.002,0
ADJ.AX,05-Jul-2013,0.042,0.042,0.042,0.042,0
ADN.AX,05-Jul-2013,0.096,0.099,0.095,0.099,274132
ADO.AX,05-Jul-2013,0.058,0.06,0.057,0.058,1047756
ADQ.AX,05-Jul-2013,0.019,0.019,0.019,0.019,0
ADX.AX,05-Jul-2013,0.013,0.013,0.013,0.013,0
ADY.AX,05-Jul-2013,0.019,0.019,0.019,0.019,2940
AEB.AX,05-Jul-2013,0.25,0.25,0.23,0.24,144723
AED.AX,05-Jul-2013,0.145,0.145,0.145,0.145,0
AEE.AX,05-Jul-2013,0.066,0.066,0.066,0.066,0
AEF.AX,05-Jul-2013,22.98,22.98,22.98,22.98,0
AEI.AX,05-Jul-2013,0.165,0.165,0.165,0.165,0
AEJ.AX,05-Jul-2013,8.9,8.9,8.9,8.9,220
AES.AX,05-Jul-2013,0.035,0.035,0.035,0.035,0
AFA.AX,05-Jul-2013,0.2,0.2,0.2,0.2,0
AFI.AX,05-Jul-2013,5.5,5.53,5.47,5.47,194128
AFIG.AX,05-Jul-2013,114.26,114.26,114.1,114.2,385
AFR.AX,05-Jul-2013,0.081,0.085,0.08,0.085,147082
AFT.AX,05-Jul-2013,0.001,0.001,0.001,0.001,0
AGD.AX,05-Jul-2013,0.11,0.11,0.11,0.11,0
AGE.AX,05-Jul-2013,0.033,0.033,0.033,0.033,82912
AGF.AX,05-Jul-2013,0.65,0.655,0.645,0.655,112878
AGG.AX,05-Jul-2013,3.2,3.2,3.2,3.2,0
AGI.AX,05-Jul-2013,3.92,3.92,3.71,3.76,196806
AGJ.AX,05-Jul-2013,0.14,0.14,0.14,0.14,0
AGO.AX,05-Jul-2013,0.845,0.867,0.835,0.842,10539522
AGOKOS.AX,05-Jul-2013,0.83,0.83,0.83,0.83,0
AGOKOU.AX,05-Jul-2013,0.26,0.26,0.26,0.26,0
AGR.AX,05-Jul-2013,0.051,0.051,0.051,0.051,50000
AGS.AX,05-Jul-2013,0.105,0.11,0.105,0.11,450000
AGX.AX,05-Jul-2013,0.023,0.023,0.021,0.021,79260
AGY.AX,05-Jul-2013,0.06,0.06,0.06,0.06,0
AHD.AX,05-Jul-2013,8.5,8.5,8.4,8.45,13648
AHK.AX,05-Jul-2013,0.08,0.08,0.08,0.08,0
AHN.AX,05-Jul-2013,0.022,0.022,0.022,0.022,0
AHQ.AX,05-Jul-2013,0.014,0.019,0.012,0.012,378600
AHR.AX,05-Jul-2013,0.19,0.19,0.19,0.19,0
AHZ.AX,05-Jul-2013,0.054,0.056,0.052,0.052,10557173
AIA.AX,05-Jul-2013,2.48,2.48,2.48,2.48,11
AIB.AX,05-Jul-2013,1.01,1.01,1.01,1.01,1588
AIK.AX,05-Jul-2013,0.045,0.045,0.045,0.045,0
AIO.AX,05-Jul-2013,4.94,4.995,4.87,4.91,992956
