Symbol,Date,Open,High,Low,Close,Volume
AAA.AX,02-Aug-2013,50.09,50.09,50.08,50.08,65026
AAC.AX,02-Aug-2013,1.2,1.21,1.16,1.16,682917
AAD.AX,02-Aug-2013,1.76,1.775,1.705,1.75,1486279
AAI.AX,02-Aug-2013,8,8,8,8,0
AAJ.AX,02-Aug-2013,0.034,0.034,0.034,0.034,0
AAK.AX,02-Aug-2013,0.001,0.001,0.001,0.001,0
AAL.AX,02-Aug-2013,0.004,0.004,0.004,0.004,0
AAP.AX,02-Aug-2013,0.014,0.014,0.014,0.014,0
AAR.AX,02-Aug-2013,0.004,0.004,0.004,0.004,0
AAT.AX,02-Aug-2013,0.013,0.013,0.013,0.013,0
AAU.AX,02-Aug-2013,0.115,0.115,0.11,0.11,37878
AAX.AX,02-Aug-2013,1.51,1.55,1.502,1.515,282942
ABC.AX,02-Aug-2013,3.37,3.4,3.3,3.3,1524073
ABCKOA.AX,02-Aug-2013,0.81,0.81,0.81,0.81,0
ABCKOP.AX,02-Aug-2013,1.545,1.545,1.545,1.545,0
ABP.AX,02-Aug-2013,2.25,2.26,2.18,2.22,614771
ABU.AX,02-Aug-2013,0.037,0.037,0.035,0.035,7924064
ABV.AX,02-Aug-2013,0.018,0.018,0.018,0.018,0
ABW.AX,02-Aug-2013,1.07,1.07,1.06,1.06,113862
ABY.AX,02-Aug-2013,0.38,0.385,0.38,0.38,73475
ACB.AX,02-Aug-2013,0.08,0.081,0.08,0.08,652233
ACE.AX,02-Aug-2013,0.019,0.019,0.019,0.019,0
ACG.AX,02-Aug-2013,0.13,0.14,0.13,0.135,2183472
ACK.AX,02-Aug-2013,0.2,0.2,0.2,0.2,200000
ACL.AX,02-Aug-2013,0.355,0.365,0.35,0.365,64524
ACP.AX,02-Aug-2013,0.14,0.14,0.14,0.14,0
ACR.AX,02-Aug-2013,3.36,3.44,3.36,3.41,361890
ACS.AX,02-Aug-2013,0.19,0.19,0.19,0.19,0
ACU.AX,02-Aug-2013,0.001,0.001,0.001,0.001,0
ACW.AX,02-Aug-2013,0.017,0.017,0.017,0.017,0
ADA.AX,02-Aug-2013,0.35,0.35,0.35,0.35,0
ADD.AX,02-Aug-2013,0.006,0.006,0.006,0.006,76000
ADJ.AX,02-Aug-2013,0.043,0.044,0.043,0.044,269636
ADN.AX,02-Aug-2013,0.078,0.078,0.078,0.078,91100
ADO.AX,02-Aug-2013,0.057,0.059,0.056,0.058,619008
ADQ.AX,02-Aug-2013,0.012,0.014,0.012,0.014,390000
ADX.AX,02-Aug-2013,0.014,0.014,0.014,0.014,0
ADY.AX,02-Aug-2013,0.02,0.02,0.019,0.019,157949
AEB.AX,02-Aug-2013,0.215,0.22,0.215,0.22,57228
AED.AX,02-Aug-2013,0.145,0.145,0.145,0.145,0
AEE.AX,02-Aug-2013,0.056,0.056,0.056,0.056,0
AEF.AX,02-Aug-2013,20.01,20.01,20.01,20.01,0
AEI.AX,02-Aug-2013,0.16,0.16,0.16,0.16,0
AEJ.AX,02-Aug-2013,7.3,7.36,7.3,7.36,375
AES.AX,02-Aug-2013,0.035,0.035,0.035,0.035,0
AFA.AX,02-Aug-2013,0.185,0.185,0.185,0.185,0
AFI.AX,02-Aug-2013,5.77,5.85,5.77,5.84,360162
AFIG.AX,02-Aug-2013,119,120,119,119,460
AFR.AX,02-Aug-2013,0.097,0.097,0.097,0.097,50000
AFT.AX,02-Aug-2013,0.001,0.001,0.001,0.001,0
AGD.AX,02-Aug-2013,0.12,0.12,0.12,0.12,0
AGE.AX,02-Aug-2013,0.039,0.039,0.039,0.039,0
AGF.AX,02-Aug-2013,0.705,0.71,0.7,0.71,993605
AGG.AX,02-Aug-2013,2.98,2.98,2.85,2.89,13012
AGI.AX,02-Aug-2013,3.61,3.65,3.55,3.64,273104
AGJ.AX,02-Aug-2013,0.12,0.12,0.12,0.12,13500
AGO.AX,02-Aug-2013,0.845,0.86,0.84,0.845,9663123
AGOKOS.AX,02-Aug-2013,0.83,0.83,0.83,0.83,0
AGOKOU.AX,02-Aug-2013,0.26,0.26,0.26,0.26,0
AGR.AX,02-Aug-2013,0.048,0.048,0.048,0.048,20000
AGS.AX,02-Aug-2013,0.145,0.16,0.145,0.155,144900
AGX.AX,02-Aug-2013,0.025,0.029,0.025,0.025,82173
AGY.AX,02-Aug-2013,0.057,0.057,0.057,0.057,0
AHD.AX,02-Aug-2013,8.38,8.4,8.28,8.3,13542
AHK.AX,02-Aug-2013,0.068,0.068,0.068,0.068,0
AHN.AX,02-Aug-2013,0.02,0.02,0.02,0.02,0
AHQ.AX,02-Aug-2013,0.018,0.018,0.018,0.018,0
AHR.AX,02-Aug-2013,0.19,0.19,0.19,0.19,0
AHZ.AX,02-Aug-2013,0.052,0.053,0.052,0.053,1263242
AIA.AX,02-Aug-2013,2.84,2.84,2.83,2.84,279242
AIB.AX,02-Aug-2013,0.985,0.985,0.985,0.985,0
AIK.AX,02-Aug-2013,0.054,0.054,0.054,0.054,0
AIO.AX,02-Aug-2013,5.21,5.24,5.14,5.19,1958828
AIOKOB.AX,02-Aug-2013,0.715,0.715,0.715,0.715,0
AIQ.AX,02-Aug-2013,0.32,0.32,0.32,0.32,7200
AIR.AX,02-Aug-2013,0.13,0.13,0.13,0.13,20000
AIV.AX,02-Aug-2013,0.018,0.019,0.018,0.019,200000
AIY.AX,02-Aug-2013,0.038,0.038,0.038,0.038,0
AIZ.AX,02-Aug-2013,1.265,1.27,1.265,1.265,1334
AJA.AX,02-Aug-2013,3.5,3.5,3.39,3.39,39277
AJC.AX,02-Aug-2013,0.013,0.013,0.013,0.013,0
AJD.AX,02-Aug-2013,1.09,1.09,1.09,1.09,60323
AJJ.AX,02-Aug-2013,0.135,0.135,0.135,0.135,0
AJL.AX,02-Aug-2013,1.595,1.6,1.565,1.565,110289
AJM.AX,02-Aug-2013,0.145,0.15,0.145,0.15,251211
AJO.AX,02-Aug-2013,1.79,1.79,1.79,1.79,0
AJQ.AX,02-Aug-2013,0.27,0.295,0.27,0.29,1039800
AJR.AX,02-Aug-2013,0.01,0.01,0.01,0.01,0
AJX.AX,02-Aug-2013,0.12,0.13,0.12,0.13,248835
AJY.AX,02-Aug-2013,0.245,0.245,0.245,0.245,0
AKF.AX,02-Aug-2013,0.125,0.125,0.125,0.125,0
AKG.AX,02-Aug-2013,0.82,0.82,0.82,0.82,3000
AKK.AX,02-Aug-2013,0.014,0.014,0.014,0.014,0
AKM.AX,02-Aug-2013,0.06,0.06,0.059,0.059,37800
AKP.AX,02-Aug-2013,4.65,4.65,4.65,4.65,2125
AKY.AX,02-Aug-2013,81.44,81.44,81.44,81.44,500
ALF.AX,02-Aug-2013,1.595,1.605,1.56,1.6,414242
ALK.AX,02-Aug-2013,0.42,0.425,0.39,0.39,385909
ALL.AX,02-Aug-2013,4.44,4.485,4.36,4.41,1298113
ALLKOB.AX,02-Aug-2013,0.94,0.94,0.94,0.94,0
ALLKOD.AX,02-Aug-2013,2.35,2.35,2.35,2.35,0
ALQ.AX,02-Aug-2013,8.64,8.76,8.5,8.65,1929697
ALQKOB.AX,02-Aug-2013,1.22,1.22,1.22,1.22,0
ALQKOC.AX,02-Aug-2013,1.855,1.855,1.855,1.855,0
ALR.AX,02-Aug-2013,1.25,1.27,1.235,1.235,87459
ALT.AX,02-Aug-2013,0.021,0.021,0.02,0.02,167500
ALU.AX,02-Aug-2013,2.25,2.25,2.22,2.23,40314
ALY.AX,02-Aug-2013,0.061,0.065,0.061,0.065,69367
AMA.AX,02-Aug-2013,0.32,0.32,0.31,0.32,148386
AMB.AX,02-Aug-2013,0.15,0.15,0.15,0.15,0
AMC.AX,02-Aug-2013,10.87,10.93,10.74,10.79,3482655
AMCKOP.AX,02-Aug-2013,2.2,2.2,2.2,2.2,0
AMCKOQ.AX,02-Aug-2013,2.08,2.08,2.08,2.08,0
AMH.AX,02-Aug-2013,1.02,1.04,1.02,1.04,176578
AMI.AX,02-Aug-2013,0.18,0.19,0.17,0.17,516600
AMO.AX,02-Aug-2013,0.235,0.235,0.235,0.235,64845
AMP.AX,02-Aug-2013,4.53,4.58,4.52,4.55,13342997
AMPKOB.AX,02-Aug-2013,0.47,0.47,0.47,0.47,0
AMPKOV.AX,02-Aug-2013,0.87,0.87,0.87,0.87,0
AMPLOC.AX,02-Aug-2013,0.41,0.41,0.41,0.41,0
AMT.AX,02-Aug-2013,0.064,0.064,0.064,0.064,0
ANB.AX,02-Aug-2013,0.21,0.21,0.21,0.21,0
ANG.AX,02-Aug-2013,4.17,4.2,4.13,4.17,79316
ANN.AX,02-Aug-2013,18.78,18.9,18.75,18.81,342109
ANO.AX,02-Aug-2013,0.014,0.014,0.013,0.013,100000
ANP.AX,02-Aug-2013,0.016,0.016,0.014,0.015,26989962
ANQ.AX,02-Aug-2013,0.009,0.009,0.008,0.008,2715263
ANW.AX,02-Aug-2013,0.009,0.009,0.009,0.009,0
ANZ.AX,02-Aug-2013,29.68,29.925,29.64,29.92,4609393
ANZHA.AX,02-Aug-2013,102.8,102.85,102.65,102.65,7571
