Symbol,Date,Open,High,Low,Close,Volume
AAA.AX,08-Aug-2013,50.12,50.12,50.11,50.12,33499
AAC.AX,08-Aug-2013,1.1,1.14,1.095,1.11,364520
AAD.AX,08-Aug-2013,1.65,1.68,1.63,1.66,1274528
AAI.AX,08-Aug-2013,8,8,8,8,0
AAJ.AX,08-Aug-2013,0.021,0.021,0.021,0.021,0
AAK.AX,08-Aug-2013,0.001,0.001,0.001,0.001,0
AAL.AX,08-Aug-2013,0.004,0.004,0.004,0.004,0
AAP.AX,08-Aug-2013,0.014,0.014,0.014,0.014,0
AAR.AX,08-Aug-2013,0.005,0.005,0.005,0.005,0
AAT.AX,08-Aug-2013,0.013,0.013,0.013,0.013,0
AAU.AX,08-Aug-2013,0.115,0.12,0.115,0.115,305880
AAX.AX,08-Aug-2013,1.545,1.565,1.545,1.55,106492
ABC.AX,08-Aug-2013,3.27,3.29,3.23,3.25,1596419
ABCKOA.AX,08-Aug-2013,0.81,0.81,0.81,0.81,0
ABCKOP.AX,08-Aug-2013,1.545,1.545,1.545,1.545,0
ABP.AX,08-Aug-2013,2.14,2.18,2.14,2.16,801637
ABU.AX,08-Aug-2013,0.034,0.036,0.033,0.034,6351321
ABV.AX,08-Aug-2013,0.018,0.019,0.018,0.018,2701222
ABW.AX,08-Aug-2013,1.07,1.07,1.07,1.07,8300
ABY.AX,08-Aug-2013,0.38,0.385,0.38,0.385,154500
ACB.AX,08-Aug-2013,0.086,0.086,0.085,0.085,84767
ACE.AX,08-Aug-2013,0.019,0.019,0.019,0.019,0
ACG.AX,08-Aug-2013,0.14,0.14,0.135,0.135,695000
ACK.AX,08-Aug-2013,0.21,0.21,0.21,0.21,0
ACL.AX,08-Aug-2013,0.335,0.35,0.335,0.35,21440
ACP.AX,08-Aug-2013,0.14,0.14,0.14,0.14,0
ACR.AX,08-Aug-2013,3.28,3.36,3.25,3.36,727658
ACS.AX,08-Aug-2013,0.19,0.19,0.19,0.19,13000
ACU.AX,08-Aug-2013,0.001,0.001,0.001,0.001,0
ACW.AX,08-Aug-2013,0.017,0.017,0.017,0.017,0
ADA.AX,08-Aug-2013,0.39,0.39,0.39,0.39,2000
ADD.AX,08-Aug-2013,0.008,0.008,0.008,0.008,0
ADJ.AX,08-Aug-2013,0.046,0.046,0.044,0.045,543033
ADN.AX,08-Aug-2013,0.078,0.086,0.078,0.079,1840179
ADO.AX,08-Aug-2013,0.055,0.056,0.055,0.056,740000
ADQ.AX,08-Aug-2013,0.016,0.016,0.016,0.016,27674
ADX.AX,08-Aug-2013,0.015,0.015,0.015,0.015,0
ADY.AX,08-Aug-2013,0.019,0.019,0.019,0.019,6000
AEB.AX,08-Aug-2013,0.215,0.215,0.21,0.21,7442
AED.AX,08-Aug-2013,0.145,0.145,0.145,0.145,0
AEE.AX,08-Aug-2013,0.072,0.072,0.072,0.072,25000
AEF.AX,08-Aug-2013,22.43,22.44,22.43,22.44,500
AEI.AX,08-Aug-2013,0.155,0.155,0.155,0.155,0
AEJ.AX,08-Aug-2013,7.3,7.31,7.3,7.31,70
AES.AX,08-Aug-2013,0.035,0.035,0.035,0.035,0
AFA.AX,08-Aug-2013,0.185,0.185,0.185,0.185,9030
AFI.AX,08-Aug-2013,6,6.02,5.94,5.94,465863
AFIG.AX,08-Aug-2013,119.5,119.5,119.5,119.5,1147
AFR.AX,08-Aug-2013,0.097,0.097,0.091,0.091,267716
AFT.AX,08-Aug-2013,0.001,0.001,0.001,0.001,0
AGD.AX,08-Aug-2013,0.12,0.12,0.12,0.12,0
AGE.AX,08-Aug-2013,0.036,0.036,0.036,0.036,0
AGF.AX,08-Aug-2013,0.715,0.72,0.715,0.715,83125
AGG.AX,08-Aug-2013,2.65,2.65,2.64,2.64,5930
AGI.AX,08-Aug-2013,3.52,3.66,3.51,3.65,160683
AGJ.AX,08-Aug-2013,0.12,0.12,0.12,0.12,0
AGO.AX,08-Aug-2013,0.87,0.915,0.86,0.905,15689957
AGOKOS.AX,08-Aug-2013,0.83,0.83,0.83,0.83,0
AGOKOU.AX,08-Aug-2013,0.26,0.26,0.26,0.26,0
AGR.AX,08-Aug-2013,0.053,0.054,0.053,0.054,45000
AGS.AX,08-Aug-2013,0.145,0.145,0.14,0.14,197500
AGX.AX,08-Aug-2013,0.025,0.027,0.025,0.027,87072
AGY.AX,08-Aug-2013,0.057,0.057,0.057,0.057,0
AHD.AX,08-Aug-2013,8.25,8.26,8.15,8.15,17764
AHK.AX,08-Aug-2013,0.068,0.068,0.068,0.068,0
AHN.AX,08-Aug-2013,0.02,0.02,0.02,0.02,0
AHQ.AX,08-Aug-2013,0.018,0.018,0.018,0.018,0
AHR.AX,08-Aug-2013,0.19,0.19,0.19,0.19,0
AHZ.AX,08-Aug-2013,0.054,0.059,0.054,0.059,4735752
AIA.AX,08-Aug-2013,2.79,2.82,2.75,2.82,1445498
AIB.AX,08-Aug-2013,1.01,1.01,1.01,1.01,0
AIK.AX,08-Aug-2013,0.055,0.055,0.055,0.055,0
AIO.AX,08-Aug-2013,5.17,5.26,5.115,5.22,3595393
AIOKOB.AX,08-Aug-2013,0.685,0.685,0.685,0.685,0
AIQ.AX,08-Aug-2013,0.32,0.32,0.32,0.32,16000
AIR.AX,08-Aug-2013,0.13,0.13,0.13,0.13,0
AIV.AX,08-Aug-2013,0.018,0.018,0.018,0.018,48000
AIY.AX,08-Aug-2013,0.037,0.037,0.037,0.037,110000
AIZ.AX,08-Aug-2013,1.24,1.24,1.24,1.24,2
AJA.AX,08-Aug-2013,3.36,3.4,3.35,3.36,24389
AJC.AX,08-Aug-2013,0.011,0.011,0.01,0.01,4976307
AJD.AX,08-Aug-2013,1.12,1.14,1.12,1.12,103856
AJJ.AX,08-Aug-2013,0.135,0.135,0.135,0.135,0
AJL.AX,08-Aug-2013,1.54,1.54,1.505,1.52,15186
AJM.AX,08-Aug-2013,0.14,0.14,0.14,0.14,0
AJO.AX,08-Aug-2013,1.79,1.79,1.79,1.79,0
AJQ.AX,08-Aug-2013,0.28,0.28,0.27,0.27,274942
AJR.AX,08-Aug-2013,0.012,0.012,0.012,0.012,0
AJX.AX,08-Aug-2013,0.12,0.12,0.12,0.12,296660
AJY.AX,08-Aug-2013,0.245,0.245,0.245,0.245,0
AKF.AX,08-Aug-2013,0.12,0.12,0.12,0.12,301421
AKG.AX,08-Aug-2013,0.885,0.885,0.885,0.885,0
AKK.AX,08-Aug-2013,0.013,0.013,0.013,0.013,1047554
AKM.AX,08-Aug-2013,0.056,0.057,0.056,0.057,52751
AKP.AX,08-Aug-2013,4.64,4.64,4.64,4.64,0
AKY.AX,08-Aug-2013,81.44,81.44,81.44,81.44,0
ALF.AX,08-Aug-2013,1.59,1.605,1.585,1.605,317718
ALK.AX,08-Aug-2013,0.365,0.37,0.34,0.345,300244
ALL.AX,08-Aug-2013,4.35,4.49,4.35,4.42,2821112
ALLKOB.AX,08-Aug-2013,0.94,0.94,0.94,0.94,0
ALLKOD.AX,08-Aug-2013,2.35,2.35,2.35,2.35,0
ALQ.AX,08-Aug-2013,8.72,8.75,8.53,8.6,591521
ALQKOB.AX,08-Aug-2013,1.22,1.22,1.22,1.22,0
ALQKOC.AX,08-Aug-2013,1.855,1.855,1.855,1.855,0
ALR.AX,08-Aug-2013,1.285,1.285,1.285,1.285,2000
ALT.AX,08-Aug-2013,0.019,0.019,0.019,0.019,1050000
ALU.AX,08-Aug-2013,2.3,2.38,2.29,2.38,173455
ALY.AX,08-Aug-2013,0.08,0.08,0.08,0.08,50000
AMA.AX,08-Aug-2013,0.31,0.31,0.305,0.305,2572323
AMB.AX,08-Aug-2013,0.18,0.18,0.18,0.18,68911
AMC.AX,08-Aug-2013,10.6,10.7,10.52,10.56,4595830
AMCKOP.AX,08-Aug-2013,2.2,2.2,2.2,2.2,0
AMCKOQ.AX,08-Aug-2013,2.08,2.08,2.08,2.08,0
AMH.AX,08-Aug-2013,1.02,1.05,1.02,1.03,210782
AMI.AX,08-Aug-2013,0.2,0.21,0.2,0.2,186300
AMO.AX,08-Aug-2013,0.235,0.235,0.235,0.235,0
AMP.AX,08-Aug-2013,4.46,4.53,4.415,4.44,10349512
AMPKOB.AX,08-Aug-2013,0.47,0.47,0.47,0.47,0
AMPKOV.AX,08-Aug-2013,0.87,0.87,0.87,0.87,0
AMPLOC.AX,08-Aug-2013,0.41,0.41,0.41,0.41,0
AMT.AX,08-Aug-2013,0.064,0.064,0.064,0.064,0
ANB.AX,08-Aug-2013,0.21,0.21,0.21,0.21,0
ANG.AX,08-Aug-2013,4.17,4.2,3.95,4.15,203384
ANN.AX,08-Aug-2013,18.01,18.44,17.88,18.21,402573
ANO.AX,08-Aug-2013,0.015,0.015,0.015,0.015,3245000
ANP.AX,08-Aug-2013,0.013,0.013,0.013,0.013,957499
ANQ.AX,08-Aug-2013,0.009,0.009,0.009,0.009,211111
ANW.AX,08-Aug-2013,0.009,0.009,0.009,0.009,0
ANZ.AX,08-Aug-2013,29.14,29.53,29.03,29.39,4740905
ANZHA.AX,08-Aug-2013,103,103.3,102.92,103.01,9389
ANZKOP.AX,08-Aug-2013,1.785,1.785,1.66,1.72,6702
ANZKOQ.AX,08-Aug-2013,3.22,3.22,3.22,3.22,0
ANZKOR.AX,08-Aug-2013,3.69,3.69,3.69,3.69,0
ANZKOT.AX,08-Aug-2013,2.09,2.09,2.09,2.09,0
ANZKOY.AX,08-Aug-2013,4.92,4.92,4.92,4.92,0
ANZLOC.AX,08-Aug-2013,2.97,2.97,2.78,2.78,5000
ANZLOQ.AX,08-Aug-2013,1.77,1.77,1.77,1.77,0
ANZLOR.AX,08-Aug-2013,1.285,1.285,1.285,1.285,0
ANZLOS.AX,08-Aug-2013,1.665,1.665,1.665,1.665,1000
ANZPA.AX,08-Aug-2013,102.199,102.24,101.901,101.931,11971
ANZPC.AX,08-Aug-2013,102.65,102.75,102.45,102.6,9881
ANZPD.AX,08-Aug-2013,100,100.1,99.92,100,92044
AOA.AX,08-Aug-2013,0.02,0.02,0.02,0.02,0
AOD.AX,08-Aug-2013,1.005,1.005,1.005,1.005,0
AOH.AX,08-Aug-2013,0.135,0.135,0.135,0.135,825148
AOK.AX,08-Aug-2013,0.13,0.13,0.13,0.13,50000
AON.AX,08-Aug-2013,0.026,0.026,0.026,0.026,0
AOP.AX,08-Aug-2013,0.037,0.037,0.037,0.037,0
AOU.AX,08-Aug-2013,0.09,0.09,0.09,0.09,0
APA.AX,08-Aug-2013,5.95,5.95,5.9,5.91,2764750
APAKOC.AX,08-Aug-2013,1.38,1.38,1.38,1.38,0
APD.AX,08-Aug-2013,0.245,0.245,0.245,0.245,0
APE.AX,08-Aug-2013,4.54,4.66,4.54,4.56,17076
