Symbol,Date,Open,High,Low,Close,Volume
1PG.AX,31-Dec-2014,1.155,1.185,1.13,1.18,529247
3PL.AX,31-Dec-2014,2.16,2.17,2.14,2.17,117039
8CO.AX,31-Dec-2014,0.2,0.2,0.2,0.2,0
8IH.AX,31-Dec-2014,0.29,0.33,0.29,0.33,196300
AAA.AX,31-Dec-2014,50.23,50.24,50.22,50.22,9533
AAC.AX,31-Dec-2014,1.46,1.48,1.45,1.48,195007
AAD.AX,31-Dec-2014,2.91,2.93,2.885,2.92,153799
AADKOA.AX,31-Dec-2014,0.63,0.63,0.63,0.63,0
AAI.AX,31-Dec-2014,20.2,20.2,20.2,20.2,0
AAJ.AX,31-Dec-2014,0.013,0.013,0.013,0.013,0
AAK.AX,31-Dec-2014,0.002,0.002,0.002,0.002,0
AAL.AX,31-Dec-2014,0.003,0.003,0.003,0.003,0
AAP.AX,31-Dec-2014,0.01,0.01,0.01,0.01,0
AAR.AX,31-Dec-2014,0.009,0.009,0.009,0.009,0
AAT.AX,31-Dec-2014,1.3,1.3,1.3,1.3,0
AAU.AX,31-Dec-2014,0.05,0.05,0.05,0.05,85800
AAX.AX,31-Dec-2014,0.42,0.425,0.42,0.425,6546
ABC.AX,31-Dec-2014,3.6,3.62,3.55,3.57,397870
ABCKOE.AX,31-Dec-2014,0.97,0.97,0.95,0.95,25000
ABCKOP.AX,31-Dec-2014,0.815,0.815,0.815,0.815,0
ABCKOQ.AX,31-Dec-2014,1.26,1.26,1.26,1.26,0
ABP.AX,31-Dec-2014,3.08,3.08,2.965,2.97,742785
ABU.AX,31-Dec-2014,0.285,0.305,0.28,0.29,69013
ABV.AX,31-Dec-2014,0.007,0.007,0.007,0.007,613293
ABVO.AX,31-Dec-2014,0.002,0.002,0.002,0.002,0
ABW.AX,31-Dec-2014,1.03,1.03,1.03,1.03,0
ABX.AX,31-Dec-2014,0.305,0.305,0.305,0.305,20000
ABY.AX,31-Dec-2014,0.195,0.195,0.195,0.195,1221
ACB.AX,31-Dec-2014,0.044,0.046,0.044,0.045,250050
ACE.AX,31-Dec-2014,0.019,0.019,0.019,0.019,0
ACG.AX,31-Dec-2014,0.098,0.098,0.098,0.098,17200
ACK.AX,31-Dec-2014,0.355,0.355,0.355,0.355,0
ACL.AX,31-Dec-2014,0.088,0.09,0.088,0.089,25286
ACO.AX,31-Dec-2014,1.365,1.4,1.36,1.36,1600
ACP.AX,31-Dec-2014,0.21,0.21,0.21,0.21,0
ACQ.AX,31-Dec-2014,0.73,0.73,0.73,0.73,0
ACR.AX,31-Dec-2014,1.33,1.335,1.27,1.285,429370
ACS.AX,31-Dec-2014,0.14,0.14,0.14,0.14,0
ACU.AX,31-Dec-2014,0.001,0.001,0.001,0.001,0
ACW.AX,31-Dec-2014,0.042,0.045,0.042,0.045,624311
ACX.AX,31-Dec-2014,1.76,1.76,1.76,1.76,0
ADA.AX,31-Dec-2014,0.25,0.25,0.25,0.25,0
ADD.AX,31-Dec-2014,0.027,0.027,0.027,0.027,0
ADJ.AX,31-Dec-2014,0.099,0.099,0.099,0.099,10000
ADN.AX,31-Dec-2014,0.023,0.025,0.023,0.025,34634
ADNO.AX,31-Dec-2014,0.005,0.005,0.005,0.005,0
ADO.AX,31-Dec-2014,0.125,0.125,0.12,0.12,176089
ADQ.AX,31-Dec-2014,0.011,0.011,0.011,0.011,0
ADV.AX,31-Dec-2014,0.005,0.005,0.005,0.005,0
ADX.AX,31-Dec-2014,0.006,0.006,0.006,0.006,0
ADY.AX,31-Dec-2014,0.02,0.02,0.02,0.02,0
AEB.AX,31-Dec-2014,0.075,0.075,0.075,0.075,0
AED.AX,31-Dec-2014,0.145,0.145,0.145,0.145,0
AEE.AX,31-Dec-2014,0.027,0.027,0.027,0.027,22167
AEF.AX,31-Dec-2014,40.01,40.01,40.01,40.01,0
AEI.AX,31-Dec-2014,0.29,0.29,0.29,0.29,0
AEJ.AX,31-Dec-2014,8,8,8,8,0
AES.AX,31-Dec-2014,0.035,0.035,0.035,0.035,0
AFA.AX,31-Dec-2014,0.21,0.21,0.21,0.21,23000
AFI.AX,31-Dec-2014,6.09,6.09,6.05,6.05,59401
AFIG.AX,31-Dec-2014,116.99,116.99,116.99,116.99,83
AFJ.AX,31-Dec-2014,1.2,1.22,1.2,1.22,9583
AFR.AX,31-Dec-2014,0.059,0.059,0.059,0.059,0
AFT.AX,31-Dec-2014,0.001,0.001,0.001,0.001,0
AGD.AX,31-Dec-2014,0.13,0.13,0.13,0.13,0
AGE.AX,31-Dec-2014,0.025,0.025,0.025,0.025,300000
AGF.AX,31-Dec-2014,1.075,1.08,1.075,1.08,96278
AGG.AX,31-Dec-2014,2.1,2.1,2.1,2.1,1794
AGI.AX,31-Dec-2014,2.37,2.4,2.32,2.36,228217
AGJ.AX,31-Dec-2014,0.08,0.08,0.08,0.08,0
AGL.AX,31-Dec-2014,13.45,13.55,13.36,13.36,532510
AGLHA.AX,31-Dec-2014,104.2,104.4,104,104,402
AGLKOB.AX,31-Dec-2014,1.13,1.13,1.13,1.13,0
AGLKOD.AX,31-Dec-2014,2.42,2.42,2.42,2.42,0
AGLKOP.AX,31-Dec-2014,1.105,1.105,1.105,1.105,0
AGLKOR.AX,31-Dec-2014,2.74,2.74,2.74,2.74,0
AGO.AX,31-Dec-2014,0.16,0.175,0.16,0.165,7897006
AGOKOQ.AX,31-Dec-2014,0.17,0.17,0.17,0.17,0
AGOKOR.AX,31-Dec-2014,0.66,0.66,0.66,0.66,0
AGOKOS.AX,31-Dec-2014,0.26,0.26,0.26,0.26,0
AGOKOU.AX,31-Dec-2014,0.255,0.255,0.255,0.255,0
AGOKOV.AX,31-Dec-2014,0.44,0.44,0.44,0.44,0
AGR.AX,31-Dec-2014,0.038,0.038,0.038,0.038,0
AGS.AX,31-Dec-2014,0.084,0.084,0.084,0.084,6500
AGX.AX,31-Dec-2014,0.014,0.014,0.014,0.014,0
AGY.AX,31-Dec-2014,0.001,0.001,0.001,0.001,0
AHA.AX,31-Dec-2014,0.037,0.037,0.037,0.037,0
AHD.AX,31-Dec-2014,10.69,10.81,10.69,10.72,2034
