Symbol,Date,Open,High,Low,Close,Volume
3PL.AX,19-Aug-2014,2.27,2.38,2.25,2.35,99946
AAA.AX,19-Aug-2014,50.16,50.17,50.16,50.17,12832
AAC.AX,19-Aug-2014,1.26,1.265,1.25,1.26,489670
AAD.AX,19-Aug-2014,2.94,3.05,2.94,3,3284110
AAI.AX,19-Aug-2014,17.5,17.5,17.5,17.5,0
AAJ.AX,19-Aug-2014,0.037,0.037,0.037,0.037,0
AAK.AX,19-Aug-2014,0.002,0.002,0.002,0.002,0
AAL.AX,19-Aug-2014,0.003,0.003,0.003,0.003,0
AAP.AX,19-Aug-2014,0.009,0.009,0.009,0.009,0
AAR.AX,19-Aug-2014,0.009,0.009,0.009,0.009,0
AAT.AX,19-Aug-2014,1.3,1.3,1.3,1.3,0
AAU.AX,19-Aug-2014,0.059,0.059,0.059,0.059,0
AAX.AX,19-Aug-2014,0.6,0.645,0.6,0.64,328480
ABC.AX,19-Aug-2014,3.54,3.58,3.53,3.57,1629137
ABCKOP.AX,19-Aug-2014,1.365,1.365,1.365,1.365,0
ABCKOQ.AX,19-Aug-2014,0.99,0.99,0.99,0.99,0
ABP.AX,19-Aug-2014,2.62,2.67,2.61,2.66,792253
ABU.AX,19-Aug-2014,0.41,0.41,0.39,0.4,147450
ABV.AX,19-Aug-2014,0.008,0.008,0.008,0.008,0
ABVO.AX,19-Aug-2014,0.003,0.003,0.003,0.003,0
ABW.AX,19-Aug-2014,1.03,1.03,1.03,1.03,94966
ABX.AX,19-Aug-2014,0.24,0.24,0.235,0.24,170319
ABY.AX,19-Aug-2014,0.25,0.25,0.245,0.25,794878
ACB.AX,19-Aug-2014,0.06,0.06,0.06,0.06,22741
ACE.AX,19-Aug-2014,0.019,0.019,0.019,0.019,0
ACG.AX,19-Aug-2014,0.098,0.098,0.097,0.097,127928
ACK.AX,19-Aug-2014,0.295,0.295,0.295,0.295,0
ACL.AX,19-Aug-2014,0.59,0.595,0.585,0.585,368009
ACP.AX,19-Aug-2014,0.16,0.16,0.16,0.16,0
ACQ.AX,19-Aug-2014,0.93,0.93,0.93,0.93,10000
ACR.AX,19-Aug-2014,1.85,1.885,1.83,1.86,1815857
ACS.AX,19-Aug-2014,0.21,0.21,0.21,0.21,0
ACU.AX,19-Aug-2014,0.001,0.001,0.001,0.001,0
ACW.AX,19-Aug-2014,0.018,0.018,0.018,0.018,0
