Symbol,Date,Open,High,Low,Close,Volume
AAA.AX,11-Jun-2014,50.14,50.14,50.13,50.14,127803
AAC.AX,11-Jun-2014,1.22,1.235,1.22,1.235,223145
AAD.AX,11-Jun-2014,2.7,2.72,2.69,2.7,944082
AAI.AX,11-Jun-2014,15,15,15,15,0
AAJ.AX,11-Jun-2014,0.033,0.033,0.033,0.033,0
AAK.AX,11-Jun-2014,0.001,0.001,0.001,0.001,600000
AAL.AX,11-Jun-2014,0.003,0.003,0.003,0.003,75000
AAP.AX,11-Jun-2014,0.012,0.012,0.012,0.012,0
AAR.AX,11-Jun-2014,0.012,0.012,0.012,0.012,50000
AAT.AX,11-Jun-2014,1.3,1.3,1.3,1.3,0
AAU.AX,11-Jun-2014,0.066,0.066,0.066,0.066,7650
AAX.AX,11-Jun-2014,0.51,0.515,0.5,0.5,124429
ABC.AX,11-Jun-2014,3.33,3.35,3.3,3.31,1852451
ABCKOP.AX,11-Jun-2014,1.365,1.365,1.365,1.365,0
ABCKOQ.AX,11-Jun-2014,0.99,0.99,0.99,0.99,0
ABP.AX,11-Jun-2014,2.5,2.53,2.49,2.53,935379
ABU.AX,11-Jun-2014,0.018,0.018,0.017,0.017,1237516
ABV.AX,11-Jun-2014,0.006,0.006,0.006,0.006,270000
ABVO.AX,11-Jun-2014,0.002,0.002,0.002,0.002,0
ABW.AX,11-Jun-2014,1.06,1.065,1.06,1.065,150000
ABY.AX,11-Jun-2014,0.2,0.2,0.2,0.2,23200
ACB.AX,11-Jun-2014,0.044,0.044,0.044,0.044,0
ACE.AX,11-Jun-2014,0.019,0.019,0.019,0.019,0
ACG.AX,11-Jun-2014,0.11,0.11,0.105,0.105,25795
ACK.AX,11-Jun-2014,0.22,0.22,0.22,0.22,0
ACL.AX,11-Jun-2014,0.5,0.5,0.49,0.49,147619
ACP.AX,11-Jun-2014,0.125,0.125,0.125,0.125,0
ACQ.AX,11-Jun-2014,0.89,0.9,0.89,0.9,117100
ACR.AX,11-Jun-2014,0.81,0.87,0.807,0.865,3695106
ACS.AX,11-Jun-2014,0.205,0.205,0.205,0.205,0
ACU.AX,11-Jun-2014,0.001,0.001,0.001,0.001,0
ACW.AX,11-Jun-2014,0.021,0.021,0.021,0.021,25000
ADA.AX,11-Jun-2014,0.265,0.265,0.265,0.265,1000
ADD.AX,11-Jun-2014,0.002,0.002,0.002,0.002,40000
ADJ.AX,11-Jun-2014,0.11,0.11,0.105,0.11,615231
ADN.AX,11-Jun-2014,0.045,0.045,0.042,0.043,614194
ADO.AX,11-Jun-2014,0.205,0.205,0.2,0.2,668798
ADQ.AX,11-Jun-2014,0.011,0.011,0.011,0.011,100000
ADX.AX,11-Jun-2014,0.013,0.014,0.013,0.014,202084
ADY.AX,11-Jun-2014,0.013,0.013,0.012,0.012,168483
AEB.AX,11-Jun-2014,0.085,0.085,0.085,0.085,10000
AED.AX,11-Jun-2014,0.145,0.145,0.145,0.145,0
AEE.AX,11-Jun-2014,0.023,0.025,0.023,0.025,47674
AEF.AX,11-Jun-2014,34.65,34.65,34.65,34.65,0
AEI.AX,11-Jun-2014,0.095,0.095,0.095,0.095,0
AEJ.AX,11-Jun-2014,8,8,8,8,0
AES.AX,11-Jun-2014,0.035,0.035,0.035,0.035,0
AFA.AX,11-Jun-2014,0.15,0.15,0.15,0.15,0
AFI.AX,11-Jun-2014,6.03,6.04,6.01,6.02,238433
AFIG.AX,11-Jun-2014,117.2,117.2,117.2,117.2,40
AFJ.AX,11-Jun-2014,1.28,1.325,1.28,1.3,4994696
AFR.AX,11-Jun-2014,0.085,0.085,0.084,0.085,86450
AFT.AX,11-Jun-2014,0.001,0.001,0.001,0.001,0
AGD.AX,11-Jun-2014,0.065,0.065,0.065,0.065,1611
AGE.AX,11-Jun-2014,0.034,0.034,0.034,0.034,190000
AGF.AX,11-Jun-2014,0.67,0.685,0.67,0.67,165575
AGG.AX,11-Jun-2014,3.35,3.35,3.35,3.35,0
AGI.AX,11-Jun-2014,3.72,3.775,3.59,3.65,523460
AGJ.AX,11-Jun-2014,0.084,0.084,0.084,0.084,0
AGO.AX,11-Jun-2014,0.66,0.665,0.635,0.64,7144163
AGOKOS.AX,11-Jun-2014,0.695,0.695,0.695,0.695,0
AGOKOU.AX,11-Jun-2014,0.28,0.28,0.28,0.28,0
AGOKOV.AX,11-Jun-2014,0.435,0.435,0.435,0.435,0
AGR.AX,11-Jun-2014,0.047,0.049,0.045,0.045,218848
AGS.AX,11-Jun-2014,0.195,0.205,0.195,0.2,225461
AGX.AX,11-Jun-2014,0.014,0.014,0.014,0.014,400
AGY.AX,11-Jun-2014,0.009,0.009,0.009,0.009,0
AHA.AX,11-Jun-2014,0.04,0.04,0.04,0.04,0
AHD.AX,11-Jun-2014,8.82,9.13,8.82,9.1,31404
AHK.AX,11-Jun-2014,0.085,0.089,0.083,0.089,43060
AHN.AX,11-Jun-2014,0.038,0.038,0.038,0.038,0
AHQ.AX,11-Jun-2014,0.007,0.007,0.007,0.007,0
AHR.AX,11-Jun-2014,0.19,0.19,0.19,0.19,0
AHZ.AX,11-Jun-2014,0.115,0.135,0.115,0.13,9565093
AIA.AX,11-Jun-2014,3.56,3.56,3.56,3.56,488
AIB.AX,11-Jun-2014,0.9,0.9,0.9,0.9,15000
AIK.AX,11-Jun-2014,0.115,0.115,0.115,0.115,0
AIO.AX,11-Jun-2014,5.42,5.43,5.27,5.31,5276568
AIOKOB.AX,11-Jun-2014,0.76,0.76,0.76,0.76,0
AIOKOR.AX,11-Jun-2014,1.12,1.12,1.12,1.12,0
AIQ.AX,11-Jun-2014,0.135,0.135,0.135,0.135,12397
AIR.AX,11-Jun-2014,0.135,0.135,0.135,0.135,0
AIV.AX,11-Jun-2014,0.02,0.02,0.02,0.02,0
AIY.AX,11-Jun-2014,0.025,0.025,0.025,0.025,0
AIZ.AX,11-Jun-2014,2.02,2.04,2.02,2.03,43745
AJA.AX,11-Jun-2014,3.75,3.78,3.735,3.75,1030376
AJC.AX,11-Jun-2014,0.007,0.007,0.007,0.007,110000
AJD.AX,11-Jun-2014,1.09,1.09,1.075,1.075,120221
AJJ.AX,11-Jun-2014,0.091,0.091,0.091,0.091,0
AJL.AX,11-Jun-2014,0.89,0.9,0.875,0.9,168467
AJM.AX,11-Jun-2014,0.145,0.145,0.145,0.145,0
AJO.AX,11-Jun-2014,1.79,1.79,1.79,1.79,0
AJQ.AX,11-Jun-2014,0.165,0.17,0.16,0.17,91000
AJR.AX,11-Jun-2014,0.002,0.002,0.002,0.002,0
AJX.AX,11-Jun-2014,0.12,0.12,0.12,0.12,0
AJY.AX,11-Jun-2014,0.245,0.245,0.245,0.245,0
AKF.AX,11-Jun-2014,0.16,0.16,0.16,0.16,0
AKG.AX,11-Jun-2014,1.1,1.1,1.1,1.1,16819
AKK.AX,11-Jun-2014,0.011,0.011,0.01,0.011,4488457
AKM.AX,11-Jun-2014,0.034,0.034,0.034,0.034,10000
AKP.AX,11-Jun-2014,4.98,4.99,4.98,4.99,1200
AKY.AX,11-Jun-2014,73.44,73.44,73.44,73.44,0
ALA.AX,11-Jun-2014,0.21,0.215,0.2,0.2,909597
ALAO.AX,11-Jun-2014,0.063,0.063,0.059,0.063,157290
ALF.AX,11-Jun-2014,1.72,1.725,1.72,1.72,217629
ALK.AX,11-Jun-2014,0.28,0.29,0.265,0.265,377397
ALL.AX,11-Jun-2014,5.19,5.32,5.17,5.29,1932008
ALLKOB.AX,11-Jun-2014,1.21,1.21,1.21,1.21,0
