Symbol,Date,Open,High,Low,Close,Volume
1PG.AX,05-Dec-2014,0.9,0.935,0.83,0.875,700507
3PL.AX,05-Dec-2014,2.28,2.35,2.26,2.35,7305
8CO.AX,05-Dec-2014,0.23,0.235,0.22,0.22,26000
AAA.AX,05-Dec-2014,50.12,50.12,50.1,50.12,93009
AAC.AX,05-Dec-2014,1.415,1.48,1.41,1.435,923716
AAD.AX,05-Dec-2014,3.05,3.05,2.94,2.96,1057155
AAI.AX,05-Dec-2014,19.8,19.8,19.8,19.8,0
AAJ.AX,05-Dec-2014,0.022,0.022,0.02,0.02,250000
AAK.AX,05-Dec-2014,0.002,0.002,0.002,0.002,0
AAL.AX,05-Dec-2014,0.003,0.003,0.003,0.003,370000
AAP.AX,05-Dec-2014,0.01,0.01,0.01,0.01,0
AAR.AX,05-Dec-2014,0.008,0.008,0.008,0.008,0
AAT.AX,05-Dec-2014,1.3,1.3,1.3,1.3,0
AAU.AX,05-Dec-2014,0.04,0.04,0.04,0.04,0
AAX.AX,05-Dec-2014,0.45,0.46,0.45,0.45,32652
ABC.AX,05-Dec-2014,3.54,3.61,3.51,3.57,1959280
ABCKOE.AX,05-Dec-2014,0.88,0.88,0.88,0.88,0
ABCKOP.AX,05-Dec-2014,0.815,0.815,0.815,0.815,0
ABCKOQ.AX,05-Dec-2014,1.26,1.26,1.26,1.26,0
ABP.AX,05-Dec-2014,2.95,2.96,2.875,2.89,442560
ABU.AX,05-Dec-2014,0.245,0.245,0.23,0.24,83167
ABV.AX,05-Dec-2014,0.006,0.006,0.006,0.006,0
ABVO.AX,05-Dec-2014,0.002,0.002,0.002,0.002,0
ABW.AX,05-Dec-2014,1.015,1.015,1.015,1.015,0
ABX.AX,05-Dec-2014,0.28,0.3,0.28,0.3,94369
ABY.AX,05-Dec-2014,0.2,0.21,0.2,0.21,8060
ACB.AX,05-Dec-2014,0.054,0.054,0.054,0.054,162745
ACE.AX,05-Dec-2014,0.019,0.019,0.019,0.019,0
ACG.AX,05-Dec-2014,0.096,0.096,0.096,0.096,0
ACK.AX,05-Dec-2014,0.355,0.355,0.355,0.355,18869
ACL.AX,05-Dec-2014,0.085,0.085,0.085,0.085,77531
ACP.AX,05-Dec-2014,0.21,0.21,0.21,0.21,0
ACQ.AX,05-Dec-2014,0.78,0.795,0.775,0.775,65600
ACR.AX,05-Dec-2014,1.23,1.27,1.23,1.255,285259
ACS.AX,05-Dec-2014,0.14,0.14,0.14,0.14,0
ACU.AX,05-Dec-2014,0.001,0.001,0.001,0.001,0
ACW.AX,05-Dec-2014,0.043,0.043,0.039,0.039,1386000
ADA.AX,05-Dec-2014,0.25,0.25,0.2,0.25,6200
ADD.AX,05-Dec-2014,0.002,0.04,0.002,0.04,45669
ADJ.AX,05-Dec-2014,0.1,0.1,0.095,0.097,468000
ADN.AX,05-Dec-2014,0.026,0.026,0.026,0.026,0
ADNO.AX,05-Dec-2014,0.006,0.006,0.006,0.006,0
ADO.AX,05-Dec-2014,0.135,0.135,0.13,0.135,556837
ADQ.AX,05-Dec-2014,0.011,0.011,0.011,0.011,0
ADV.AX,05-Dec-2014,0.009,0.009,0.006,0.006,2650000
ADX.AX,05-Dec-2014,0.006,0.006,0.006,0.006,139000
ADY.AX,05-Dec-2014,0.029,0.029,0.029,0.029,8600
AEB.AX,05-Dec-2014,0.073,0.073,0.073,0.073,2250
AED.AX,05-Dec-2014,0.145,0.145,0.145,0.145,0
AEE.AX,05-Dec-2014,0.027,0.027,0.027,0.027,81297
AEF.AX,05-Dec-2014,41.2,41.2,41.2,41.2,272
AEI.AX,05-Dec-2014,0.25,0.25,0.245,0.245,12608
AEJ.AX,05-Dec-2014,8,8,8,8,0
AES.AX,05-Dec-2014,0.035,0.035,0.035,0.035,0
AFA.AX,05-Dec-2014,0.185,0.185,0.18,0.18,641
AFI.AX,05-Dec-2014,5.96,5.99,5.96,5.97,289471
AFIG.AX,05-Dec-2014,116,116.5,116,116.5,1000
AFJ.AX,05-Dec-2014,1.18,1.18,1.155,1.17,219619
AFR.AX,05-Dec-2014,0.054,0.054,0.054,0.054,42000
AFT.AX,05-Dec-2014,0.001,0.001,0.001,0.001,0
AGD.AX,05-Dec-2014,0.12,0.12,0.12,0.12,4
AGE.AX,05-Dec-2014,0.025,0.025,0.025,0.025,1480000
AGF.AX,05-Dec-2014,1.015,1.05,1.015,1.04,2197866
AGG.AX,05-Dec-2014,2.17,2.18,2.17,2.18,1282
AGI.AX,05-Dec-2014,2.25,2.25,2.15,2.15,1209563
AGJ.AX,05-Dec-2014,0.085,0.085,0.085,0.085,0
AGL.AX,05-Dec-2014,13.47,13.59,13.32,13.37,1213334
AGLHA.AX,05-Dec-2014,105.299,105.3,104.781,105.3,2027
AGLKOB.AX,05-Dec-2014,1.13,1.13,1.13,1.13,0
AGLKOD.AX,05-Dec-2014,2.68,2.68,2.68,2.68,0
AGLKOP.AX,05-Dec-2014,1.105,1.105,1.105,1.105,0
AGLKOR.AX,05-Dec-2014,2.74,2.74,2.74,2.74,0
AGO.AX,05-Dec-2014,0.16,0.16,0.15,0.15,9462308
AGOKOQ.AX,05-Dec-2014,0.17,0.17,0.17,0.17,0
AGOKOR.AX,05-Dec-2014,0.66,0.66,0.66,0.66,0
AGOKOS.AX,05-Dec-2014,0.26,0.26,0.26,0.26,0
AGOKOU.AX,05-Dec-2014,0.255,0.255,0.255,0.255,0
AGOKOV.AX,05-Dec-2014,0.44,0.44,0.44,0.44,0
AGR.AX,05-Dec-2014,0.041,0.043,0.041,0.043,149912
AGS.AX,05-Dec-2014,0.079,0.079,0.072,0.075,487707
AGX.AX,05-Dec-2014,0.013,0.013,0.013,0.013,0
AGY.AX,05-Dec-2014,0.002,0.002,0.002,0.002,0
AHA.AX,05-Dec-2014,0.04,0.04,0.04,0.04,0
AHD.AX,05-Dec-2014,11.36,11.4,11.2,11.4,52172
AHF.AX,05-Dec-2014,0.3,0.3,0.28,0.28,79087
AHK.AX,05-Dec-2014,0.079,0.079,0.079,0.079,0
AHN.AX,05-Dec-2014,0.02,0.02,0.02,0.02,0
AHQ.AX,05-Dec-2014,0.023,0.023,0.023,0.023,0
AHR.AX,05-Dec-2014,0.19,0.19,0.19,0.19,0
AHY.AX,05-Dec-2014,1.915,1.915,1.87,1.87,814280
AHZ.AX,05-Dec-2014,0.115,0.115,0.112,0.115,604840
AIA.AX,05-Dec-2014,3.85,3.87,3.81,3.87,139172
AIB.AX,05-Dec-2014,0.83,0.83,0.83,0.83,0
AIK.AX,05-Dec-2014,0.12,0.12,0.12,0.12,150000
AIO.AX,05-Dec-2014,5.81,5.84,5.75,5.78,3519369
