Symbol,Date,Open,High,Low,Close,Volume
1PG.AX,04-May-2015,1.71,1.86,1.71,1.85,1366390
3DM.AX,04-May-2015,0.1,0.115,0.1,0.115,3533021
3PL.AX,04-May-2015,2.61,2.61,2.57,2.6,147648
88E.AX,04-May-2015,0.009,0.009,0.009,0.009,32786
88EO.AX,04-May-2015,0.003,0.003,0.003,0.003,2400000
8CO.AX,04-May-2015,0.175,0.175,0.175,0.175,0
8IH.AX,04-May-2015,1.01,1.01,0.955,1,66131
A2M.AX,04-May-2015,0.505,0.51,0.5,0.51,130986
AAA.AX,04-May-2015,50.1,50.11,50.09,50.11,45884
AAC.AX,04-May-2015,1.6,1.635,1.6,1.63,805650
AACKOA.AX,04-May-2015,0.325,0.325,0.325,0.325,0
AAD.AX,04-May-2015,2.01,2.02,1.975,1.985,1327373
AADKOB.AX,04-May-2015,0.835,0.835,0.835,0.835,0
AADKOC.AX,04-May-2015,0.475,0.475,0.475,0.475,0
AADKOP.AX,04-May-2015,0.365,0.365,0.365,0.365,0
AADKOQ.AX,04-May-2015,0.59,0.59,0.59,0.59,0
AAI.AX,04-May-2015,21.4,21.4,21.4,21.4,0
AAJ.AX,04-May-2015,0.008,0.008,0.008,0.008,200000
AAK.AX,04-May-2015,0.001,0.001,0.001,0.001,0
AAL.AX,04-May-2015,0.003,0.003,0.003,0.003,0
AAP.AX,04-May-2015,0.01,0.01,0.01,0.01,0
AAR.AX,04-May-2015,0.01,0.01,0.01,0.01,155800
AAT.AX,04-May-2015,1.3,1.3,1.3,1.3,0
AAU.AX,04-May-2015,0.043,0.043,0.043,0.043,0
AAX.AX,04-May-2015,0.3,0.305,0.29,0.29,83533
AB1.AX,04-May-2015,0.16,0.16,0.16,0.16,0
ABA.AX,04-May-2015,5.38,5.38,5.34,5.34,7639
ABC.AX,04-May-2015,4.54,4.645,4.54,4.6,1018404
ABCKOE.AX,04-May-2015,1.59,1.59,1.59,1.59,0
ABCKOP.AX,04-May-2015,0.815,0.815,0.815,0.815,0
ABCKOQ.AX,04-May-2015,1.075,1.075,1.075,1.075,0
ABL.AX,04-May-2015,0.016,0.016,0.016,0.016,0
ABP.AX,04-May-2015,3,3.04,2.97,3.01,956115
ABU.AX,04-May-2015,0.26,0.26,0.255,0.26,219097
ABV.AX,04-May-2015,0.008,0.008,0.006,0.006,8062500
ABVO.AX,04-May-2015,0.003,0.003,0.003,0.003,0
ABW.AX,04-May-2015,0.97,0.97,0.97,0.97,47161
ABX.AX,04-May-2015,0.315,0.32,0.3,0.31,331999
ABY.AX,04-May-2015,0.195,0.195,0.195,0.195,25868
ACB.AX,04-May-2015,0.039,0.039,0.039,0.039,0
ACE.AX,04-May-2015,0.019,0.019,0.019,0.019,0
ACG.AX,04-May-2015,0.255,0.26,0.21,0.21,2318495
ACK.AX,04-May-2015,0.41,0.41,0.41,0.41,0
ACL.AX,04-May-2015,0.057,0.057,0.055,0.056,1173671
ACO.AX,04-May-2015,1.7,1.7,1.7,1.7,0
ACP.AX,04-May-2015,0.225,0.225,0.225,0.225,0
ACQ.AX,04-May-2015,0.79,0.79,0.77,0.78,33900
ACQO.AX,04-May-2015,0.001,0.001,0.001,0.001,0
ACR.AX,04-May-2015,0.87,0.88,0.84,0.875,434396
ACS.AX,04-May-2015,0.13,0.13,0.13,0.13,0
ACU.AX,04-May-2015,0.02,0.25,0.02,0.25,1064479
ACW.AX,04-May-2015,0.096,0.099,0.095,0.095,762000
ACWOA.AX,04-May-2015,0.002,0.002,0.002,0.002,0
ACX.AX,04-May-2015,2.4,2.4,2.4,2.4,1000
ADA.AX,04-May-2015,0.4,0.4,0.4,0.4,0
ADD.AX,04-May-2015,0.017,0.017,0.017,0.017,0
ADJ.AX,04-May-2015,0.099,0.11,0.099,0.105,4937220
ADN.AX,04-May-2015,0.023,0.023,0.023,0.023,57637
